Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : SALVACION
Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/09/01,00:00,21.1,0.0,92,144,1.7
2021/09/01,01:00,21.8,0.0,88,131,0.3
2021/09/01,02:00,21.4,0.0,89,138,2.2
2021/09/01,03:00,21.8,0.0,86,143,2.4
2021/09/01,04:00,21.3,0.0,87,148,1.8
2021/09/01,05:00,21.6,0.0,84,140,2.0
2021/09/01,06:00,21.8,0.0,82,137,2.3
2021/09/01,07:00,21.8,0.0,82,57,0.5
2021/09/01,08:00,22.9,0.0,81,179,2.0
2021/09/01,09:00,25.7,0.0,69,178,1.6
2021/09/01,10:00,28.8,0.0,58,184,1.4
2021/09/01,11:00,30.7,0.0,50,193,0.7
2021/09/01,12:00,32.7,0.0,47,337,2.1
2021/09/01,13:00,33.4,0.0,45,347,2.4
2021/09/01,14:00,33.9,0.0,43,329,2.6
2021/09/01,15:00,34.2,0.0,43,314,2.1
2021/09/01,16:00,32.8,0.0,49,87,0.2
2021/09/01,17:00,29.7,0.0,67,115,0.5
2021/09/01,18:00,26.8,0.0,76,140,1.0
2021/09/01,19:00,25.4,0.0,78,135,1.8
2021/09/01,20:00,25.5,0.0,75,132,2.0
2021/09/01,21:00,24.5,0.0,79,22,0.7
2021/09/01,22:00,22.7,0.0,89,147,1.0
2021/09/01,23:00,24.2,0.0,80,120,1.7
2021/09/02,00:00,24.0,0.0,80,7,0.5
2021/09/02,01:00,22.6,0.0,90,155,1.6
2021/09/02,02:00,23.3,0.0,83,147,2.0
2021/09/02,03:00,23.2,0.0,83,135,1.7
2021/09/02,04:00,21.4,0.0,92,82,0.0
2021/09/02,05:00,20.6,0.0,96,151,1.6
2021/09/02,06:00,21.9,0.0,89,133,1.9
2021/09/02,07:00,22.2,0.0,87,172,1.2
2021/09/02,08:00,24.3,0.0,81,283,0.3
2021/09/02,09:00,26.7,0.0,73,347,1.3
2021/09/02,10:00,28.8,0.0,65,297,0.5
2021/09/02,11:00,30.6,0.0,59,318,2.3
2021/09/02,12:00,31.9,0.0,57,348,2.3
2021/09/02,13:00,32.7,0.0,53,328,2.7
2021/09/02,14:00,33.5,0.0,49,352,2.8
2021/09/02,15:00,33.4,0.0,48,330,1.5
2021/09/02,16:00,33.2,0.0,48,350,1.6
2021/09/02,17:00,32.1,0.0,53,81,0.7
2021/09/02,18:00,27.9,0.0,70,115,0.8
2021/09/02,19:00,26.1,0.0,77,346,0.5
2021/09/02,20:00,25.2,0.0,81,150,1.6
2021/09/02,21:00,25.4,0.0,79,127,1.6
2021/09/02,22:00,25.5,0.0,77,123,1.6
2021/09/02,23:00,24.7,0.0,82,143,1.1
2021/09/03,00:00,23.2,0.0,89,211,0.1
2021/09/03,01:00,22.8,0.0,90,130,1.4
2021/09/03,02:00,23.2,0.0,87,134,2.1
2021/09/03,03:00,23.3,0.0,85,140,1.6
2021/09/03,04:00,23.3,0.0,85,140,1.6
2021/09/03,05:00,23.2,0.0,85,166,1.1
2021/09/03,06:00,22.2,0.0,90,86,0.2
2021/09/03,07:00,22.0,0.0,92,141,1.7
2021/09/03,08:00,24.7,0.0,80,180,1.2
2021/09/03,09:00,27.1,0.0,71,171,0.7
2021/09/03,10:00,29.6,0.0,61,210,0.9
2021/09/03,11:00,31.5,0.0,56,67,1.1
2021/09/03,12:00,32.7,0.0,54,1,1.7
2021/09/03,13:00,32.9,0.0,53,21,1.7
2021/09/03,14:00,33.9,0.0,49,309,1.2
2021/09/03,15:00,33.3,0.0,50,5,2.9
2021/09/03,16:00,32.9,0.0,54,356,2.5
2021/09/03,17:00,30.6,0.8,68,78,1.4
2021/09/03,18:00,25.4,0.0,93,81,1.1
2021/09/03,19:00,25.4,0.0,93,81,1.1
2021/09/03,20:00,24.8,0.0,87,118,1.4
2021/09/03,21:00,24.7,0.0,85,127,1.5
2021/09/03,22:00,24.1,0.0,88,179,0.6
2021/09/03,23:00,22.7,0.0,95,140,0.8
2021/09/04,00:00,23.0,0.0,93,128,1.6
2021/09/04,01:00,23.6,0.0,88,144,1.3
2021/09/04,02:00,22.8,0.0,92,164,1.9
2021/09/04,03:00,22.3,0.0,93,52,0.1
2021/09/04,04:00,22.6,0.0,91,148,1.2
2021/09/04,05:00,22.9,0.0,89,138,1.6
2021/09/04,06:00,23.2,0.0,86,157,1.1
2021/09/04,07:00,23.6,0.0,84,126,2.2
2021/09/04,08:00,24.5,0.0,80,143,1.3
2021/09/04,09:00,26.3,0.0,75,181,1.3
2021/09/04,10:00,29.2,0.0,67,177,2.0
2021/09/04,11:00,31.1,0.0,56,168,1.1
2021/09/04,12:00,32.0,0.0,55,11,1.6
2021/09/04,13:00,32.8,0.0,52,9,1.3
2021/09/04,14:00,34.2,0.0,47,357,1.6
2021/09/04,15:00,33.8,0.0,50,4,1.2
2021/09/04,16:00,33.8,0.0,47,2,1.8
2021/09/04,17:00,32.2,0.0,55,102,0.8
2021/09/04,18:00,27.1,0.0,76,141,1.4
2021/09/04,19:00,27.1,0.0,76,141,1.4
2021/09/04,20:00,25.3,0.0,81,130,1.8
2021/09/04,21:00,25.6,0.0,79,28,0.2
2021/09/04,22:00,24.2,0.0,86,136,1.1
2021/09/04,23:00,23.4,0.0,90,149,1.6
2021/09/05,00:00,24.0,0.0,86,43,0.0
2021/09/05,01:00,23.4,0.0,90,137,1.7
2021/09/05,02:00,24.0,0.0,86,138,2.4
2021/09/05,03:00,23.9,0.0,85,149,1.5
2021/09/05,04:00,23.7,0.0,86,141,2.2
2021/09/05,05:00,24.0,0.0,83,141,1.7
2021/09/05,06:00,23.7,0.0,84,350,0.9
